wkt_geom,SR_Pcode,St_Rgn,D_Pcode,District,TS_Pcode,Township,VT_Pcode,VT,Vill_Pcode,Village,Vill_MMR4,AltVlg_Eng,AltVlg_Mya,Longitude,Latitude,Source,PCode_V
Point (95.39211273193359375 24.33293914794920099),MMR005,Sagaing,MMR005D004,Katha,MMR005023,Banmauk,MMR005023047,Ga Nan Nan Mu Thar,174862,Peit Nin,ပဲ့နင်း,,,95.39211273,24.33293915,GAD,9.3
Point (95.32377624511720171 24.32369995117189987),MMR005,Sagaing,MMR005D004,Katha,MMR005023,Banmauk,MMR005023047,Ga Nan Nan Mu Thar,174861,Pin Laing,ပင်လိုင်း,,,95.32377625,24.32369995,GAD,9.3
Point (95.43934631347660513 24.4281196594237997),MMR005,Sagaing,MMR005D004,Katha,MMR005023,Banmauk,MMR005023042,Ga Nan Nan Zar,174837,Ga Nan Nan Zar,ကနန်းနန်းဇား,,,95.43934631,24.42811966,GAD,9.3
Point (95.46745300292970171 24.43091011047360084),MMR005,Sagaing,MMR005D004,Katha,MMR005023,Banmauk,MMR005023041,Ga Nan Shwe Kyaung,174835,Pay Tar,ပေတာ,,,95.467453,24.43091011,GAD,9.3
Point (95.48435211181640625 24.43938064575199931),MMR005,Sagaing,MMR005D004,Katha,MMR005023,Banmauk,MMR005023041,Ga Nan Shwe Kyaung,174834,Shwe Kyaung,ရွှေကျောင်း,,,95.48435211,24.43938065,GAD,9.3
Point (95.48940277099609375 24.4316596984862997),MMR005,Sagaing,MMR005D004,Katha,MMR005023,Banmauk,MMR005023041,Ga Nan Shwe Kyaung,174836,Tone Poke,တုံးပုတ်,,,95.48940277,24.4316597,GAD,9.3
Point (95.90577697753910513 24.59811973571779831),MMR005,Sagaing,MMR005D004,Katha,MMR005023,Banmauk,MMR005023014,He Chein,174681,He Chein,ဟဲချိန်,,,95.90577698,24.59811974,GAD,9.3
Point (95.90032196044920454 24.60816955566410158),MMR005,Sagaing,MMR005D004,Katha,MMR005023,Banmauk,MMR005023014,He Chein,174682,Htee Taw Kaing,ထီးတော်ကိုင်,Htee Taw Kaing,ထီးတောကိုင်,95.90032196,24.60816956,GAD,9.3
Point (95.88777160644529829 24.62877082824709873),MMR005,Sagaing,MMR005D004,Katha,MMR005023,Banmauk,MMR005023014,He Chein,174683,Lel U,လယ်ဦး,,,95.88777161,24.62877083,GAD,9.3
Point (95.95361328125 24.66530990600589845),MMR005,Sagaing,MMR005D004,Katha,MMR005023,Banmauk,MMR005023016,Inn Pauk,174696,Bu Taung,ဘူးတောင်း,,,95.95361328,24.66530991,GAD,9.3
Point (95.95317840576170454 24.60092926025389914),MMR005,Sagaing,MMR005D004,Katha,MMR005023,Banmauk,MMR005023016,Inn Pauk,174689,Inn Pauk,အင်းပေါက်,,,95.95317841,24.60092926,GAD,9.3
Point (95.94915771484380684 24.58469963073730113),MMR005,Sagaing,MMR005D004,Katha,MMR005023,Banmauk,MMR005023016,Inn Pauk,174691,Ka Lat,ကလပ်,,,95.94915771,24.58469963,GAD,9.3
Point (95.95497894287109375 24.63257026672360084),MMR005,Sagaing,MMR005D004,Katha,MMR005023,Banmauk,MMR005023016,Inn Pauk,174694,Khaung Tone,ခေါင်တုံး,,,95.95497894,24.63257027,GAD,9.3
Point (95.95565032958980112 24.65142059326170099),MMR005,Sagaing,MMR005D004,Katha,MMR005023,Banmauk,MMR005023016,Inn Pauk,174695,Lay Thar Kone,လေသာကုန်း,,,95.95565033,24.65142059,GAD,9.3
Point (95.95436096191410513 24.58337974548339844),MMR005,Sagaing,MMR005D004,Katha,MMR005023,Banmauk,MMR005023016,Inn Pauk,174693,Naung Hmi,နောင်မှီ,,,95.95436096,24.58337975,GAD,9.3
Point (95.93399047851559658 24.57873916625980115),MMR005,Sagaing,MMR005D004,Katha,MMR005023,Banmauk,MMR005023016,Inn Pauk,174692,Tha Yet Kone,သရက်ကုန်း,,,95.93399048,24.57873917,GAD,9.3
Point (95.92684173583980112 24.40609931945800071),MMR005,Sagaing,MMR005D004,Katha,MMR005023,Banmauk,MMR005023011,Kaing Gyi,174674,Gaung Kaik,ခေါင်းကိုက်,,,95.92684174,24.40609932,GAD,9.3
Point (95.94357299804690342 24.45681953430180045),MMR005,Sagaing,MMR005D004,Katha,MMR005023,Banmauk,MMR005023011,Kaing Gyi,174673,Kaing Gyi,ကိုင်းကြီး,,,95.943573,24.45681953,GAD,9.3
Point (95.85178375244140625 24.23151016235350141),MMR005,Sagaing,MMR005D004,Katha,MMR005023,Banmauk,MMR005023028,Kan Taw,174761,Ah Htet Taung Hlwe,အထက်တောင်လွှဲ,,,95.85178375,24.23151016,GAD,9.3
Point (95.86576080322269888 24.23866081237790127),MMR005,Sagaing,MMR005D004,Katha,MMR005023,Banmauk,MMR005023028,Kan Taw,174762,Auk Taung Hlwe,အောက်တောင်လွှဲ,,,95.8657608,24.23866081,GAD,9.3
Point (95.88406372070309658 24.24345970153810015),MMR005,Sagaing,MMR005D004,Katha,MMR005023,Banmauk,MMR005023028,Kan Taw,174759,Kan Taw,ကန်တော်,,,95.88406372,24.2434597,GAD,9.3
Point (95.89675903320309658 24.2390804290770987),MMR005,Sagaing,MMR005D004,Katha,MMR005023,Banmauk,MMR005023028,Kan Taw,174760,Naung Pein,နောင်ပိန်း,,,95.89675903,24.23908043,GAD,9.3
Point (95.78778076171880684 24.40019989013670099),MMR005,Sagaing,MMR005D004,Katha,MMR005023,Banmauk,MMR005023004,Kan Ywar,174639,Ah Lel,အလယ်,,,95.78778076,24.40019989,GAD,9.3
Point (95.77393341064450283 24.40249061584470169),MMR005,Sagaing,MMR005D004,Katha,MMR005023,Banmauk,MMR005023004,Kan Ywar,174638,Kan Ywar,ကံရွာ,,,95.77393341,24.40249062,GAD,9.3
Point (95.78543853759769888 24.39361953735350141),MMR005,Sagaing,MMR005D004,Katha,MMR005023,Banmauk,MMR005023005,Kho Nan,174643,Ah Shey Kone,အရှေ့ကုန်း,,,95.78543854,24.39361954,GAD,9.3
Point (95.76701354980470171 24.38764953613279829),MMR005,Sagaing,MMR005D004,Katha,MMR005023,Banmauk,MMR005023005,Kho Nan,174640,Kho Nan,ခိုနန်း,,,95.76701355,24.38764954,GAD,9.3
Point (95.74864959716799717 24.39897918701170099),MMR005,Sagaing,MMR005D004,Katha,MMR005023,Banmauk,MMR005023005,Kho Nan,174644,Pa Mon,ပမုံ,,,95.7486496,24.39897919,GAD,9.3
Point (95.78069305419920454 24.39341926574709873),MMR005,Sagaing,MMR005D004,Katha,MMR005023,Banmauk,MMR005023005,Kho Nan,174642,Taung Kone,တောင်ကုန်း,,,95.78069305,24.39341927,GAD,9.3
Point (95.76674652099609375 24.395799636840799),MMR005,Sagaing,MMR005D004,Katha,MMR005023,Banmauk,MMR005023005,Kho Nan,174641,Tha Khut Tar,သခွတ်တာ,,,95.76674652,24.39579964,GAD,9.3
Point (95.89385223388670454 24.28281021118160155),MMR005,Sagaing,MMR005D004,Katha,MMR005023,Banmauk,MMR005023023,Kyauk Tan,174735,Kyauk Tan,ကျောက်တန်း,,,95.89385223,24.28281021,GAD,9.3
Point (95.90145874023440342 24.29207992553709872),MMR005,Sagaing,MMR005D004,Katha,MMR005023,Banmauk,MMR005023023,Kyauk Tan,174740,Lel U,လယ်ဦး,,,95.90145874,24.29207993,GAD,9.3
Point (95.86205291748049717 24.27148056030269885),MMR005,Sagaing,MMR005D004,Katha,MMR005023,Banmauk,MMR005023023,Kyauk Tan,174737,Nar Maw,နားမော်,,,95.86205292,24.27148056,GAD,9.3
Point (95.87499237060549717 24.27499961853029831),MMR005,Sagaing,MMR005D004,Katha,MMR005023,Banmauk,MMR005023023,Kyauk Tan,174739,Par Ya,ပါယ,,,95.87499237,24.27499962,GAD,9.3
Point (95.88195037841799717 24.27870941162110086),MMR005,Sagaing,MMR005D004,Katha,MMR005023,Banmauk,MMR005023023,Kyauk Tan,174736,Pauk Net Kone,ပေါက်နက်ကုန်း,,,95.88195038,24.27870941,GAD,9.3
Point (95.90686798095700283 24.32118034362790127),MMR005,Sagaing,MMR005D004,Katha,MMR005023,Banmauk,MMR005023008,Kywe Kaw Gyi,174657,Ah Lel Kan,အလယ်ကန်,,,95.90686798,24.32118034,GAD,9.3
Point (95.90409088134769888 24.356689453125),MMR005,Sagaing,MMR005D004,Katha,MMR005023,Banmauk,MMR005023008,Kywe Kaw Gyi,174658,Htein Son,ထိန်ဆုံ,,,95.90409088,24.35668945,GAD,9.3
Point (95.92035675048829546 24.37491989135740056),MMR005,Sagaing,MMR005D004,Katha,MMR005023,Banmauk,MMR005023008,Kywe Kaw Gyi,174655,Kywe Kaw Gyi,ကျွဲကောကြီး,,,95.92035675,24.37491989,GAD,9.3
Point (95.88922882080079546 24.37711906433110087),MMR005,Sagaing,MMR005D004,Katha,MMR005023,Banmauk,MMR005023008,Kywe Kaw Gyi,174656,Sin Kan,ဆင်ကန်,,,95.88922882,24.37711906,GAD,9.3
Point (95.9765625 24.33406066894529829),MMR005,Sagaing,MMR005D004,Katha,MMR005023,Banmauk,MMR005023008,Kywe Kaw Gyi,174659,Taung Chaung Pauk,တောင်ချောင်းပေါက်,,,95.9765625,24.33406067,GAD,9.3
Point (95.84687805175779829 24.42929077148439987),MMR005,Sagaing,MMR005D004,Katha,MMR005023,Banmauk,MMR005023007,Lay Thi,174654,Kha Moe,ခမိုး,,,95.84687805,24.42929077,GAD,9.3
Point (95.8643798828125 24.44013977050779829),MMR005,Sagaing,MMR005D004,Katha,MMR005023,Banmauk,MMR005023007,Lay Thi,174652,Lay Thi,လေးသီ,,,95.86437988,24.44013977,GAD,9.3
Point (95.86759185791019888 24.4351997375487997),MMR005,Sagaing,MMR005D004,Katha,MMR005023,Banmauk,MMR005023007,Lay Thi,174653,Naung Meit Lon,နောင်မဲ့လုံ,,,95.86759186,24.43519974,GAD,9.3
Point (95.89160919189450283 24.19145011901860087),MMR005,Sagaing,MMR005D004,Katha,MMR005023,Banmauk,MMR005023025,Leik Saw Min Kone,174750,Hman Kin,မှန်ကင်း,,,95.89160919,24.19145012,GAD,9.3
