wkt_geom,SR_Pcode,St_Rgn,D_Pcode,District,TS_Pcode,Township,VT_Pcode,VT,Vill_Pcode,Village,Vill_MMR4,AltVlg_Eng,AltVlg_Mya,Longitude,Latitude,Source,PCode_V
Point (95.47659301757809658 22.81023025512699931),MMR005,Sagaing,MMR005D002,Shwebo,MMR005005,Khin-U,MMR005005005,Thar Wut Hti,171479,Thar Wut Hti,သာဝတ္တိ,,,95.47659302,22.81023026,GAD,9.3
Point (95.44798278808589487 22.69090080261230113),MMR005,Sagaing,MMR005D002,Shwebo,MMR005005,Khin-U,MMR005005016,Thet Pay,171512,Let Pan Kwet,လက်ပံကွက်,,,95.44798279,22.6909008,GAD,9.3
Point (95.44090270996089487 22.67506027221680043),MMR005,Sagaing,MMR005D002,Shwebo,MMR005005,Khin-U,MMR005005016,Thet Pay,171514,Tar Taing,တာတိုင်,,,95.44090271,22.67506027,GAD,9.3
Point (95.44835662841799717 22.69432067871089842),MMR005,Sagaing,MMR005D002,Shwebo,MMR005005,Khin-U,MMR005005016,Thet Pay,171511,Thet Pay,သက်ပေး,,,95.44835663,22.69432068,GAD,9.3
Point (95.44513702392579546 22.68547058105470171),MMR005,Sagaing,MMR005D002,Shwebo,MMR005005,Khin-U,MMR005005016,Thet Pay,171513,Zee Taw,ဇီးတော,,,95.44513702,22.68547058,GAD,9.3
Point (95.92146301269529829 22.78536987304689987),MMR005,Sagaing,MMR005D002,Shwebo,MMR005005,Khin-U,MMR005005058,Thin Paung,171613,Thin Paung,သင်ပေါင်း,,,95.92146301,22.78536987,GAD,9.3
Point (95.61676788330079546 22.71669006347660158),MMR005,Sagaing,MMR005D002,Shwebo,MMR005005,Khin-U,MMR005005039,Ya Than,171572,Pa Dwin,ပဒွင်း,,,95.61676788,22.71669006,GAD,9.3
Point (95.63204956054690342 22.7093505859375),MMR005,Sagaing,MMR005D002,Shwebo,MMR005005,Khin-U,MMR005005039,Ya Than,171571,Ya Than,ရသန်း,,,95.63204956,22.70935059,GAD,9.3
Point (95.72676849365230112 22.84193038940430043),MMR005,Sagaing,MMR005D002,Shwebo,MMR005005,Khin-U,MMR005005046,Yauk Thwar Aing,171584,Yauk Thwar Aing,ယောက်သွားအိုင်,,,95.72676849,22.84193039,GAD,9.3
Point (95.47501373291019888 22.66986083984379974),MMR005,Sagaing,MMR005D002,Shwebo,MMR005005,Khin-U,MMR005005017,Yone Su,171520,Byaing Kyaing,ဗျိုင်းကြိုင်,,,95.47501373,22.66986084,GAD,9.3
Point (95.47238922119140625 22.70631027221680043),MMR005,Sagaing,MMR005D002,Shwebo,MMR005005,Khin-U,MMR005005017,Yone Su,171519,Hman Taw,မှန်တော်,,,95.47238922,22.70631027,GAD,9.3
Point (95.49681854248049717 22.68995094299319959),MMR005,Sagaing,MMR005D002,Shwebo,MMR005005,Khin-U,MMR005005017,Yone Su,171518,Kyar Pin Aing,ကြာပင်အိုင်,,,95.49681854,22.68995094,GAD,9.3
Point (95.4730224609375 22.6925601959229013),MMR005,Sagaing,MMR005D002,Shwebo,MMR005005,Khin-U,MMR005005017,Yone Su,171517,Nyaung Pin Gyi Su,ညောင်ပင်ကြီးစု,,,95.47302246,22.6925602,GAD,9.3
Point (95.47324371337890625 22.68254089355470171),MMR005,Sagaing,MMR005D002,Shwebo,MMR005005,Khin-U,MMR005005017,Yone Su,171516,Yone Su,ရုံးစု,,,95.47324371,22.68254089,GAD,9.3
Point (95.76406860351559658 22.7145805358887003),MMR005,Sagaing,MMR005D002,Shwebo,MMR005005,Khin-U,MMR005005053,Ywar Thar,171604,Ywar Thar,ရွာသာ,,,95.7640686,22.71458054,GAD,9.3
Point (95.7445068359375 22.68016052246089842),MMR005,Sagaing,MMR005D002,Shwebo,MMR005005,Khin-U,MMR005005052,Ywar Thit,171603,Nyaung Kone,ညောင်ကုန်း,,,95.74450684,22.68016052,GAD,9.3
Point (95.73004150390630684 22.67930030822749998),MMR005,Sagaing,MMR005D002,Shwebo,MMR005005,Khin-U,MMR005005052,Ywar Thit,217149,Shwe Pyi Thar,ရွှေပြည်သာ,,,95.7300415,22.67930031,GAD,9.3
Point (95.75493621826170454 22.677930831909201),MMR005,Sagaing,MMR005D002,Shwebo,MMR005005,Khin-U,MMR005005052,Ywar Thit,171602,War Yon Kone,ဝါးရုံကုန်း,,,95.75493622,22.67793083,GAD,9.3
Point (95.74307250976559658 22.69463920593259942),MMR005,Sagaing,MMR005D002,Shwebo,MMR005005,Khin-U,MMR005005052,Ywar Thit,171601,Ywar Thit,ရွာသစ်,,,95.74307251,22.69463921,GAD,9.3
Point (95.76859283447269888 22.76403045654300072),MMR005,Sagaing,MMR005D002,Shwebo,MMR005005,Khin-U,MMR005005049,Ywar Zin,171592,Ywar Zin,ရွာဇင်,,,95.76859283,22.76403046,GAD,9.3
Point (95.14798736572269888 23.77449035644529829),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008030,Chaung Zauk,172229,Chaung Zauk,ချောင်းဇောက်,,,95.14798737,23.77449036,GAD,9.3
Point (95.13202667236329546 23.74375915527339842),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008030,Chaung Zauk,172230,Thaik Taw,သိုက်တော,,,95.13202667,23.74375916,GAD,9.3
Point (95.33052062988279829 23.64226913452149859),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008022,Ein Chay,172200,Bo Inn,ဘိုအင်း,,,95.33052063,23.64226913,GAD,9.3
Point (95.35221862792970171 23.60325050353999998),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008022,Ein Chay,172195,Ein Chay,အိမ်ခြေ,,,95.35221863,23.6032505,GAD,9.3
Point (95.35108947753910513 23.60952949523930045),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008022,Ein Chay,172197,Inn Yar Shey,အင်းလျားရှေ,,,95.35108948,23.6095295,GAD,9.3
Point (95.31391906738279829 23.62556076049800069),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008022,Ein Chay,172198,Kaing Wun,ကိုင်းဝန်း,,,95.31391907,23.62556076,GAD,9.3
Point (95.32544708251950283 23.5908203125),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008022,Ein Chay,172199,Sar Yin Win,စာရင်းဝင်,,,95.32544708,23.59082031,GAD,9.3
Point (95.33664703369140625 23.62313079833980112),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008022,Ein Chay,172196,Ywar Koe Gyi,ရွာကိုးကြီး,,,95.33664703,23.6231308,GAD,9.3
Point (95.48455047607420454 23.44300079345699928),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008024,Hlut Taik,172204,Hlut Taik,လွှတ်တိုက်,,,95.48455048,23.44300079,GAD,9.3
Point (95.47483062744140625 23.44837951660160158),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008024,Hlut Taik,172206,Ma Daung,မဒေါင်,,,95.47483063,23.44837952,GAD,9.3
Point (95.45037078857420454 23.46529006958009944),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008024,Hlut Taik,172207,Swea Hle,ဆွဲလှဲ,,,95.45037079,23.46529007,GAD,9.3
Point (95.61205291748049717 23.30493927001949928),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008033,Htan Pin Kone,172235,Htan Pin Kone,ထန်းပင်ကုန်း,,,95.61205292,23.30493927,GAD,9.3
Point (95.56778717041019888 23.30859947204589844),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008033,Htan Pin Kone,172236,Kyar Ta Kan,ကြာတကံ,,,95.56778717,23.30859947,GAD,9.3
Point (95.15735626220700283 23.26906967163089845),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008019,Htein Taw,172187,Htein Taw,ထိန်တော,,,95.15735626,23.26906967,GAD,9.3
Point (95.21840667724609375 23.25345039367680045),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008019,Htein Taw,172188,Kha War Thei,ခဝါသည်,,,95.21840668,23.25345039,GAD,9.3
Point (95.30549621582029829 23.300489425659201),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008001,In Daing,172116,In Daing,အင်ဒိုင်း,,,95.30549622,23.30048943,GAD,9.3
Point (95.23802185058589487 23.31468963623050072),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008001,In Daing,172118,Kywe Te,ကျွဲတဲ,,,95.23802185,23.31468964,GAD,9.3
Point (95.15408325195309658 23.33045959472660158),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008020,In Hla,172191,Au Taung,အူတောင်,,,95.15408325,23.33045959,GAD,9.3
Point (95.21558380126950283 23.33593940734860084),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008020,In Hla,172189,In Hla,အင်လှ,,,95.2155838,23.33593941,GAD,9.3
Point (95.19444274902339487 23.32209014892579901),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008020,In Hla,172190,Mya Hnit,မြနှစ်,,,95.19444275,23.32209015,GAD,9.3
Point (95.49192810058589487 23.32533073425290127),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008010,Inn Gaung,172157,Inn Gaung,အင်းဂေါင်း,,,95.4919281,23.32533073,GAD,9.3
Point (95.42768859863279829 23.36326026916499998),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008010,Inn Gaung,172159,Ku Lar Kone,ကုလားကုန်း,,,95.4276886,23.36326027,GAD,9.3
Point (95.43666076660160513 23.38027954101560013),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008010,Inn Gaung,172158,Tin Ngoke Gyi,တင်ငုတ်ကြီး,,,95.43666077,23.38027954,GAD,9.3
Point (95.50589752197269888 23.44640922546389916),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008009,Koke Ko Kone,172153,Koke Ko Kone,ကုက္ကိုကုန်း,,,95.50589752,23.44640923,GAD,9.3
Point (95.14099884033200283 23.45594978332519887),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008012,Kone See,172165,Kone See (North),ကုန်းစီး (မြောက်),,,95.14099884,23.45594978,GAD,9.3
Point (95.13804626464839487 23.44145011901860087),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008012,Kone See,172166,Kone See (South),ကုန်းစီး (တောင်),,,95.13804626,23.44145012,GAD,9.3
Point (95.15631866455079546 23.43586921691889913),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008012,Kone See,172167,Taung Ni,တောင်နီ,,,95.15631866,23.43586922,GAD,9.3
Point (95.43160247802730112 23.27819061279300072),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008003,Kyauk Aing,172128,Hnget Pyaw Taw,ငှက်ပျောတော,,,95.43160248,23.27819061,GAD,9.3
Point (95.43476867675779829 23.28263092041019888),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008003,Kyauk Aing,172127,Kyauk Aing,ကျောက်အိုင်,,,95.43476868,23.28263092,GAD,9.3
Point (95.43415832519529829 23.28852081298829901),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008003,Kyauk Aing,172129,Ta Paung (South),တပေါင် (တောင်),,,95.43415833,23.28852081,GAD,9.3
Point (95.48261260986329546 23.32843017578129974),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008002,Kyi Kone,172126,Chaung Kwayt,ချောင်းကွေ့,,,95.48261261,23.32843018,GAD,9.3
Point (95.47370147705079546 23.32476997375490058),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008002,Kyi Kone,172121,Kyi Kone,ကြည့်ကုန်း,,,95.47370148,23.32476997,GAD,9.3
Point (95.47354125976559658 23.32723999023439987),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008002,Kyi Kone,172123,Pi Tauk Kone,ပိတောက်ကုန်း,,,95.47354126,23.32723999,GAD,9.3
Point (95.46867370605470171 23.3226509094237997),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008002,Kyi Kone,172122,Sa Thar Kone,စသာကုန်း,,,95.46867371,23.32265091,GAD,9.3
Point (95.46318817138670454 23.32243919372560015),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008002,Kyi Kone,172124,Ywar Thit Kone,ရွာသစ်ကုန်း,,,95.46318817,23.32243919,GAD,9.3
Point (95.48206329345700283 23.32555007934569957),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008002,Kyi Kone,172125,Zee Taw,ဇီးတော,,,95.48206329,23.32555008,GAD,9.3
Point (95.20133209228519888 23.41610908508300071),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008016,Leik Sin Taung,172180,Kha Paung Yon,ခပေါင်းရုံ,,,95.20133209,23.41610909,GAD,9.3
Point (95.22675323486329546 23.40900039672850141),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008016,Leik Sin Taung,172179,Leik Sin Taung,လိပ်စင်းတောင်,,,95.22675323,23.4090004,GAD,9.3
Point (95.17961883544920454 23.42132949829100141),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008016,Leik Sin Taung,172181,Oke Shit Kone,ဥရှစ်ကုန်း,,,95.17961884,23.4213295,GAD,9.3
Point (95.50643157958980112 23.37486076354980113),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008008,Lel Hla,172152,Kan Pauk,ကံပေါက်,,,95.50643158,23.37486076,GAD,9.3
Point (95.49520111083980112 23.35659980773930045),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008008,Lel Hla,172151,Lel Hla,လယ်လှ,,,95.49520111,23.35659981,GAD,9.3
Point (95.49056243896480112 23.30845069885249998),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008006,Ma Gyi Inn,172146,Ma Gyi Inn,မန်ကျည်းအင်း,,,95.49056244,23.3084507,GAD,9.3
Point (95.43405151367190342 23.32719993591310015),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008006,Ma Gyi Inn,172147,Ngar Pat Aing,ငါးပတ်အိုင်,,,95.43405151,23.32719994,GAD,9.3
Point (95.24504852294920454 23.72532081603999998),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008031,Ma Yar Thar,172232,Hle Chaung Ku,လှည်းချောင်းကူး,,,95.24504852,23.72532082,GAD,9.3
Point (95.26734161376950283 23.70896911621089842),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008031,Ma Yar Thar,172231,Ma Yar Thar,မယားသာ,,,95.26734161,23.70896912,GAD,9.3
Point (95.06777954101559658 23.45421028137209873),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008013,Maw Kei,172168,Maw Kei (East),မော်ကယ် (အရှေ့),,,95.06777954,23.45421028,GAD,9.3
Point (95.05956268310549717 23.45667076110839844),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008013,Maw Kei,172169,Maw Kei (West),မော်ကယ် (အနောက်),,,95.05956268,23.45667076,GAD,9.3
Point (95.08461761474609375 23.45405006408689985),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008013,Maw Kei,172170,Nyaung Pin,ညောင်ပင်,,,95.08461761,23.45405006,GAD,9.3
Point (95.55496978759769888 23.43641090393069959),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008034,Myin Thar Oo,217172,Myin Thar U,မြင်သာဦး,,,95.55496979,23.4364109,GAD,9.3
Point (95.08625030517579546 23.61257934570310013),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008014,Naung Kauk,172175,Nan That,နန်းသတ်,,,95.08625031,23.61257935,GAD,9.3
Point (95.05445861816410513 23.54163932800290127),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008014,Naung Kauk,172171,Naung Kauk,နောင်ကောက်,,,95.05445862,23.54163933,GAD,9.3
Point (95.05278015136720171 23.53366088867189987),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008014,Naung Kauk,172172,Pein Hne Kone,ပိန္နဲကုန်း,,,95.05278015,23.53366089,GAD,9.3
Point (95.06231689453130684 23.56495094299319959),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008014,Naung Kauk,172174,Wai Pu Gyi,ဝေပူးကြီး,,,95.06231689,23.56495094,GAD,9.3
Point (95.05909729003910513 23.54426956176759944),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008014,Naung Kauk,172176,Wai Pu Ywar Thit,ဝေပူးရွာသစ်,,,95.05909729,23.54426956,GAD,9.3
Point (95.07566833496089487 23.50495910644529829),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008014,Naung Kauk,172173,Wai Thaw,ဝေသော်,,,95.07566834,23.50495911,GAD,9.3
Point (95.31845092773440342 23.56991958618160155),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008026,Naung U,172211,Naung U,နောင်ဦး,,,95.31845093,23.56991959,GAD,9.3
Point (95.35449981689450283 23.55091094970699928),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008026,Naung U,172212,Tei Pin Seik,တယ်ပင်ဆိပ်,,,95.35449982,23.55091095,GAD,9.3
Point (95.35684967041019888 23.54829978942870028),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008026,Naung U,172213,Ywar Shey,ရွာရှေ့,,,95.35684967,23.54829979,GAD,9.3
Point (95.29617309570309658 23.43322944641110084),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008021,Nwar Lel Boet,172192,Nwar Lel Boet,နွားလည်ဘို့,,,95.2961731,23.43322945,GAD,9.3
Point (95.31584930419920454 23.44779014587399857),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008021,Nwar Lel Boet,172193,Sar Twin,ဆားတွင်း,,,95.3158493,23.44779015,GAD,9.3
Point (95.24299621582029829 23.43914985656740058),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008021,Nwar Lel Boet,172194,Ta Pu Taw,တပုတော,,,95.24299622,23.43914986,GAD,9.3
Point (95.28352355957029829 23.263990402221701),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008004,Nyaung Kaing,172137,Ka Ni,ကနီ,,,95.28352356,23.2639904,GAD,9.3
Point (95.27430725097660513 23.26798057556149857),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008004,Nyaung Kaing,172135,Myin Thar Kone,မြင်သာကုန်း,,,95.27430725,23.26798058,GAD,9.3
Point (95.28488922119140625 23.26704025268550069),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008004,Nyaung Kaing,172131,Nyaung Kaing,ညောင်ကိုင်း,,,95.28488922,23.26704025,GAD,9.3
Point (95.27517700195309658 23.26510047912600143),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008004,Nyaung Kaing,172133,Paw Yaw,ပေါယော,,,95.275177,23.26510048,GAD,9.3
Point (95.2752685546875 23.26361083984379974),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008004,Nyaung Kaing,172134,Sit Taw,စစ်တော,,,95.27526855,23.26361084,GAD,9.3
Point (95.27510070800779829 23.26633071899410155),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008004,Nyaung Kaing,172132,Tha Yet Ta Htaung,သရက်တထောင်,,,95.27510071,23.26633072,GAD,9.3
Point (95.31401062011720171 23.66155052185060015),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008028,Nyaung Pin Yoe,172220,Kan Zun Inn,ကန်ဇွန်းအင်း,,,95.31401062,23.66155052,GAD,9.3
Point (95.31877136230470171 23.65249061584470169),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008028,Nyaung Pin Yoe,172221,Nat Yin Kone,နတ်ရင်းကုန်း,,,95.31877136,23.65249062,GAD,9.3
Point (95.32263946533200283 23.64773941040040128),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008028,Nyaung Pin Yoe,172219,Nyaung Pin Yoe,ညောင်ပင်ရိုး,,,95.32263947,23.64773941,GAD,9.3
Point (95.30371856689450283 23.6491508483887003),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008028,Nyaung Pin Yoe,172222,Pyin Pin,ပျဉ်းပင်,,,95.30371857,23.64915085,GAD,9.3
Point (95.25965881347660513 23.3823795318604013),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008017,Pay Kone,172182,Pay Kone,ပေကုန်း,,,95.25965881,23.38237953,GAD,9.3
Point (95.27671051025390625 23.37186050415040128),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008017,Pay Kone,172184,Sone Ta Lin,စုံးတလင်း,,,95.27671051,23.3718605,GAD,9.3
Point (95.27336120605470171 23.37743949890139916),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008017,Pay Kone,172183,Thar Yar Kone,သာယာကုန်း,,,95.27336121,23.3774395,GAD,9.3
Point (95.32864379882809658 23.52907943725589845),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008025,Shan Kone,172209,Seik Hpu,ဆိပ်ဖူး,,,95.3286438,23.52907944,GAD,9.3
Point (95.33114624023440342 23.53256034851069955),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008025,Shan Kone,172208,Shan Kone,ရှမ်းကုန်း,,,95.33114624,23.53256035,GAD,9.3
Point (95.32554626464839487 23.53442955017089844),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008025,Shan Kone,172210,Thaik Pin Seik,သိုက်ပင်ဆိပ်,,,95.32554626,23.53442955,GAD,9.3
Point (95.51545715332029829 23.31631088256839845),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008032,Shan Su,172233,Shan Su,ရှမ်းစု,,,95.51545715,23.31631088,GAD,9.3
Point (95.51396942138670454 23.32093048095699928),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008032,Shan Su,172234,Tat Kone,တပ်ကုန်း,,,95.51396942,23.32093048,GAD,9.3
Point (95.54966735839839487 23.43767929077149859),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008023,Taung Yar Seik,172201,Taung Yar Seik,တောင်ယာဆိပ်,,,95.54966736,23.43767929,GAD,9.3
Point (95.55046081542970171 23.43453979492189987),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008023,Taung Yar Seik,172203,Tha Yet Taw,သရက်တော,,,95.55046082,23.43453979,GAD,9.3
Point (95.22663116455079546 23.38660049438480115),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008015,Tha Yet Pin,172178,Aye Chan Thar,အေးချမ်းသာ,,,95.22663116,23.38660049,GAD,9.3
Point (95.245361328125 23.40045928955079901),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008015,Tha Yet Pin,172177,Tha Yet Pin,သရက်ပင်,,,95.24536133,23.40045929,GAD,9.3
Point (95.10169219970700283 23.47554969787600143),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008011,Thet Kei Kyin,172162,Maw Ton,မော်တုံ,,,95.1016922,23.4755497,GAD,9.3
Point (95.10514831542970171 23.47064018249509942),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008011,Thet Kei Kyin,172161,Pay Pin Chaung,ပေပင်ချောင်,,,95.10514832,23.47064018,GAD,9.3
Point (95.12235260009769888 23.47454071044920099),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008011,Thet Kei Kyin,172160,Thet Kei Kyin,သက္ကယ်ကျင်း,,,95.1223526,23.47454071,GAD,9.3
Point (95.13881683349609375 23.46443939208980112),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008011,Thet Kei Kyin,217171,Wai La Mu,ဝေလမူ,,,95.13881683,23.46443939,GAD,9.3
Point (95.16886901855470171 23.62413024902339842),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008027,Thit Cho,172218,Khaung Taw,ခေါင်တော,,,95.16886902,23.62413025,GAD,9.3
Point (95.22183227539059658 23.61488914489750002),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008027,Thit Cho,172216,Ma Gyi Kone,မန်ကျည်းကုန်း,,,95.22183228,23.61488914,GAD,9.3
Point (95.22598266601559658 23.55828094482420099),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008027,Thit Cho,172217,Thar Si,သာစည်,,,95.22598267,23.55828094,GAD,9.3
Point (95.26007080078130684 23.63788986206050069),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008027,Thit Cho,172215,Thit Cho,သစ်ချို,,,95.2600708,23.63788986,GAD,9.3
Point (95.49117279052730112 23.33267021179199929),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008007,Tin Tein Yan,172149,Kyaung Inn,ကျောင်းအင်း,,,95.49117279,23.33267021,GAD,9.3
Point (95.48622894287109375 23.33319091796879974),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008007,Tin Tein Yan,172150,Tin Tein Yan,တင်းတိန်ရံ,,,95.48622894,23.33319092,GAD,9.3
Point (95.13804626464839487 23.64591979980470171),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008029,Yae Shin,172224,Aung Chan Thar,အောင်ချမ်းသာ,,,95.13804626,23.6459198,GAD,9.3
Point (95.11258697509769888 23.68543052673339844),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008029,Yae Shin,172227,Aung Pin,အောင်းပင်,,,95.11258698,23.68543053,GAD,9.3
Point (95.08151245117190342 23.69280052185060015),MMR005,Sagaing,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008029,Yae Shin,172228,He Kin,ဟဲကင်း,,,95.08151245,23.69280052,GAD,9.3
